country,year,years_since_2015,attack_type,target_industry,financial_loss_million,affected_users,loss_per_user_usd,attack_source,vulnerability_type,defense_mechanism,impact_level,resolution_time_hours,cluster,risk_profile
Germany,2022,7,Malware,Retail,60.85,125300,485.63,Insider,Weak Passwords,AI-based Detection,Medium,11.0,0,High-Loss Targeted Events - DDoS-Led
USA,2021,6,Phishing,Retail,95.86,671335,142.79,Hacker Group,Zero-day,Antivirus,High,62.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2018,3,Ransomware,IT,60.82,917016,66.32,Unattributed,Weak Passwords,VPN,High,39.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2021,6,SQL Injection,Telecommunications,1.47,204624,7.18,Unattributed,Unpatched Software,VPN,Low,33.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2022,7,Malware,Retail,13.77,804221,17.12,Nation-state,Zero-day,Firewall,High,68.0,1,Widespread Low-Loss Events - Phishing-Led
India,2017,2,Man-in-the-Middle,IT,68.68,725608,94.65,Insider,Zero-day,AI-based Detection,Medium,15.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2015,0,Ransomware,IT,6.74,742272,9.08,Nation-state,Zero-day,Antivirus,Medium,64.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2024,9,Malware,IT,83.09,650093,127.81,Unattributed,Social Engineering,Antivirus,High,58.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2021,6,DDoS,IT,67.12,581923,115.34,Hacker Group,Social Engineering,VPN,Medium,63.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2024,9,Phishing,Retail,98.95,354954,278.77,Nation-state,Social Engineering,AI-based Detection,High,14.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2019,4,Ransomware,Telecommunications,34.93,721984,48.38,Nation-state,Weak Passwords,VPN,Medium,44.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2016,1,Man-in-the-Middle,Retail,14.04,117819,119.17,Nation-state,Zero-day,Antivirus,Low,15.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2018,3,Man-in-the-Middle,Government,63.82,554294,115.14,Unattributed,Unpatched Software,AI-based Detection,Medium,42.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
China,2017,2,Malware,IT,86.98,510454,170.4,Nation-state,Zero-day,VPN,High,18.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2019,4,DDoS,IT,13.99,966010,14.48,Unattributed,Weak Passwords,Encryption,High,20.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2019,4,SQL Injection,Healthcare,67.42,703282,95.86,Insider,Weak Passwords,Encryption,Medium,2.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Australia,2024,9,Man-in-the-Middle,Education,86.52,915463,94.51,Insider,Weak Passwords,Antivirus,High,2.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2020,5,DDoS,Education,99.83,10859,9193.3,Nation-state,Social Engineering,AI-based Detection,High,66.0,0,High-Loss Targeted Events - DDoS-Led
USA,2024,9,DDoS,Telecommunications,15.53,298385,52.05,Hacker Group,Unpatched Software,AI-based Detection,Low,11.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2021,6,SQL Injection,Telecommunications,89.93,982269,91.55,Insider,Unpatched Software,Antivirus,High,51.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Australia,2022,7,SQL Injection,Telecommunications,56.2,571454,98.35,Insider,Weak Passwords,VPN,Medium,42.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2015,0,Phishing,Healthcare,84.83,794914,106.72,Insider,Social Engineering,Firewall,High,34.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
China,2015,0,Phishing,Banking,18.39,541829,33.94,Nation-state,Zero-day,Antivirus,Medium,33.0,1,Widespread Low-Loss Events - Phishing-Led
India,2018,3,Ransomware,Retail,26.01,732636,35.5,Hacker Group,Zero-day,VPN,Medium,3.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2018,3,SQL Injection,Retail,51.46,287089,179.25,Nation-state,Weak Passwords,Encryption,Medium,8.0,0,High-Loss Targeted Events - DDoS-Led
Brazil,2021,6,SQL Injection,Retail,1.32,564277,2.34,Nation-state,Weak Passwords,Firewall,Medium,1.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2017,2,Man-in-the-Middle,Retail,47.97,36780,1304.24,Insider,Unpatched Software,AI-based Detection,Low,64.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Brazil,2019,4,Ransomware,Telecommunications,87.41,919425,95.07,Nation-state,Unpatched Software,Encryption,High,45.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2023,8,DDoS,Telecommunications,57.25,115138,497.23,Unattributed,Unpatched Software,Encryption,Medium,42.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2018,3,Man-in-the-Middle,IT,48.96,323027,151.57,Unattributed,Unpatched Software,Encryption,Low,49.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2019,4,Phishing,IT,55.31,526220,105.11,Nation-state,Social Engineering,AI-based Detection,Medium,2.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2022,7,Ransomware,Healthcare,16.6,715102,23.21,Insider,Zero-day,Antivirus,Medium,2.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2021,6,Malware,Healthcare,74.61,357205,208.87,Nation-state,Weak Passwords,Antivirus,High,21.0,0,High-Loss Targeted Events - DDoS-Led
UK,2016,1,Ransomware,IT,58.99,822380,71.73,Hacker Group,Zero-day,Firewall,High,26.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2020,5,Malware,Government,32.2,591314,54.45,Hacker Group,Weak Passwords,Encryption,Medium,65.0,1,Widespread Low-Loss Events - Phishing-Led
Russia,2016,1,SQL Injection,Government,43.75,173441,252.25,Hacker Group,Social Engineering,Antivirus,Low,43.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2024,9,SQL Injection,Healthcare,5.7,400840,14.22,Insider,Social Engineering,VPN,Low,57.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2020,5,Phishing,Education,60.57,275819,219.6,Nation-state,Social Engineering,Firewall,Medium,69.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2020,5,SQL Injection,Telecommunications,92.13,244933,376.14,Nation-state,Social Engineering,AI-based Detection,High,37.0,0,High-Loss Targeted Events - DDoS-Led
India,2021,6,Malware,Education,65.87,357399,184.3,Nation-state,Zero-day,Encryption,Medium,2.0,0,High-Loss Targeted Events - DDoS-Led
Russia,2021,6,SQL Injection,Retail,82.88,479586,172.82,Insider,Zero-day,AI-based Detection,High,8.0,0,High-Loss Targeted Events - DDoS-Led
UK,2023,8,Ransomware,Banking,49.89,638668,78.12,Nation-state,Social Engineering,Encryption,Medium,47.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2019,4,DDoS,Healthcare,81.91,127817,640.84,Nation-state,Weak Passwords,Antivirus,High,66.0,0,High-Loss Targeted Events - DDoS-Led
China,2018,3,Man-in-the-Middle,Banking,9.77,881294,11.09,Insider,Unpatched Software,AI-based Detection,High,3.0,1,Widespread Low-Loss Events - Phishing-Led
France,2019,4,DDoS,Telecommunications,85.65,835349,102.53,Nation-state,Unpatched Software,VPN,High,8.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2020,5,SQL Injection,Education,85.12,732802,116.16,Nation-state,Weak Passwords,Antivirus,High,62.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
USA,2019,4,DDoS,Telecommunications,12.13,426349,28.45,Hacker Group,Unpatched Software,Encryption,Low,44.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Australia,2016,1,DDoS,IT,43.19,825866,52.3,Unattributed,Weak Passwords,Firewall,High,23.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2018,3,SQL Injection,IT,48.91,322255,151.77,Nation-state,Zero-day,AI-based Detection,Low,41.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2022,7,Phishing,Banking,12.42,570853,21.76,Unattributed,Unpatched Software,Encryption,Medium,4.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2023,8,Man-in-the-Middle,Government,0.61,200862,3.04,Insider,Social Engineering,Encryption,Low,13.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2015,0,Malware,Education,24.47,977607,25.03,Hacker Group,Zero-day,AI-based Detection,High,62.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2023,8,Phishing,Retail,78.28,92925,842.4,Insider,Zero-day,VPN,High,53.0,0,High-Loss Targeted Events - DDoS-Led
India,2021,6,SQL Injection,Healthcare,2.3,942089,2.44,Insider,Unpatched Software,VPN,High,39.0,1,Widespread Low-Loss Events - Phishing-Led
China,2023,8,Ransomware,Healthcare,62.21,534686,116.35,Insider,Unpatched Software,AI-based Detection,Medium,44.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2024,9,SQL Injection,Government,28.13,244429,115.08,Hacker Group,Zero-day,AI-based Detection,Low,8.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2015,0,SQL Injection,Education,40.68,90689,448.57,Nation-state,Weak Passwords,Antivirus,Low,40.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2018,3,Malware,Banking,23.14,159475,145.1,Insider,Zero-day,Encryption,Low,19.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2021,6,Ransomware,Government,9.54,386911,24.66,Insider,Social Engineering,Antivirus,Low,33.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2024,9,SQL Injection,Government,9.91,248359,39.9,Nation-state,Weak Passwords,Firewall,Low,58.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2015,0,Ransomware,Healthcare,58.91,801948,73.46,Insider,Zero-day,VPN,High,55.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
USA,2022,7,SQL Injection,IT,37.94,691377,54.88,Hacker Group,Social Engineering,Antivirus,Medium,44.0,1,Widespread Low-Loss Events - Phishing-Led
France,2015,0,Phishing,Telecommunications,65.16,998011,65.29,Unattributed,Zero-day,Encryption,High,14.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2021,6,Malware,Banking,60.14,191427,314.17,Nation-state,Zero-day,Encryption,Medium,56.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2019,4,Ransomware,Government,58.6,76066,770.38,Insider,Unpatched Software,AI-based Detection,Medium,8.0,0,High-Loss Targeted Events - DDoS-Led
UK,2021,6,Ransomware,Government,51.42,190694,269.65,Unattributed,Social Engineering,Firewall,Medium,52.0,0,High-Loss Targeted Events - DDoS-Led
Brazil,2023,8,SQL Injection,Telecommunications,30.28,892843,33.91,Hacker Group,Zero-day,VPN,High,26.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2023,8,DDoS,Healthcare,69.14,685927,100.8,Hacker Group,Unpatched Software,Firewall,Medium,58.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2019,4,Ransomware,Education,30.56,583204,52.4,Insider,Zero-day,Firewall,Medium,37.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2022,7,Phishing,Telecommunications,29.02,456783,63.53,Nation-state,Zero-day,Encryption,Low,10.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2016,1,Man-in-the-Middle,Healthcare,90.2,779494,115.72,Nation-state,Social Engineering,AI-based Detection,High,54.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2022,7,Man-in-the-Middle,Healthcare,56.27,699129,80.49,Nation-state,Unpatched Software,Encryption,Medium,25.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2024,9,Malware,Banking,93.33,517610,180.31,Nation-state,Social Engineering,Firewall,High,35.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2023,8,Malware,Government,70.46,368803,191.05,Hacker Group,Unpatched Software,VPN,Medium,23.0,0,High-Loss Targeted Events - DDoS-Led
USA,2021,6,SQL Injection,Telecommunications,82.24,982969,83.66,Unattributed,Unpatched Software,Encryption,High,64.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2021,6,DDoS,Banking,91.24,8787,10383.52,Hacker Group,Unpatched Software,Encryption,High,55.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2024,9,Ransomware,Education,85.86,461012,186.24,Insider,Unpatched Software,AI-based Detection,High,38.0,0,High-Loss Targeted Events - DDoS-Led
India,2021,6,Man-in-the-Middle,Telecommunications,71.64,416077,172.18,Insider,Social Engineering,VPN,Medium,39.0,0,High-Loss Targeted Events - DDoS-Led
India,2017,2,Man-in-the-Middle,Government,69.69,713419,97.68,Hacker Group,Unpatched Software,AI-based Detection,Medium,70.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2023,8,Ransomware,Telecommunications,60.08,874485,68.7,Hacker Group,Weak Passwords,Antivirus,High,48.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2016,1,Malware,IT,99.29,273469,363.08,Insider,Social Engineering,AI-based Detection,High,67.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2017,2,Phishing,IT,65.62,286208,229.27,Hacker Group,Zero-day,Firewall,Medium,57.0,0,High-Loss Targeted Events - DDoS-Led
USA,2017,2,Malware,IT,75.53,992377,76.11,Nation-state,Unpatched Software,Antivirus,High,33.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2015,0,Malware,Telecommunications,14.09,28398,496.16,Insider,Zero-day,Encryption,Low,22.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2024,9,Phishing,Education,4.01,841054,4.77,Insider,Zero-day,Antivirus,High,49.0,1,Widespread Low-Loss Events - Phishing-Led
India,2017,2,Malware,Telecommunications,7.44,552358,13.47,Nation-state,Weak Passwords,AI-based Detection,Medium,42.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2024,9,Man-in-the-Middle,Healthcare,72.08,261230,275.93,Insider,Social Engineering,VPN,Medium,19.0,0,High-Loss Targeted Events - DDoS-Led
India,2023,8,Malware,IT,54.21,157667,343.83,Insider,Weak Passwords,VPN,Medium,34.0,0,High-Loss Targeted Events - DDoS-Led
USA,2023,8,Ransomware,Education,71.31,3607,19769.89,Insider,Zero-day,AI-based Detection,Medium,7.0,0,High-Loss Targeted Events - DDoS-Led
France,2016,1,SQL Injection,Government,2.24,813706,2.75,Hacker Group,Weak Passwords,VPN,High,54.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2017,2,Malware,IT,9.59,912731,10.51,Nation-state,Zero-day,Firewall,High,4.0,1,Widespread Low-Loss Events - Phishing-Led
Russia,2015,0,SQL Injection,Education,5.26,559195,9.41,Insider,Weak Passwords,VPN,Medium,52.0,1,Widespread Low-Loss Events - Phishing-Led
India,2024,9,Ransomware,Retail,17.57,236253,74.37,Unattributed,Social Engineering,Firewall,Low,38.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Australia,2016,1,Malware,Telecommunications,68.42,778844,87.85,Unattributed,Zero-day,Encryption,High,65.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
China,2024,9,DDoS,Government,69.28,890675,77.78,Hacker Group,Unpatched Software,Firewall,High,5.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2024,9,Man-in-the-Middle,IT,63.57,358626,177.26,Unattributed,Weak Passwords,VPN,Medium,26.0,0,High-Loss Targeted Events - DDoS-Led
UK,2023,8,Malware,Banking,55.34,259176,213.52,Unattributed,Unpatched Software,VPN,Medium,3.0,0,High-Loss Targeted Events - DDoS-Led
Brazil,2022,7,Phishing,Banking,98.06,884502,110.86,Insider,Unpatched Software,AI-based Detection,High,55.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2024,9,DDoS,Retail,38.65,197609,195.59,Nation-state,Social Engineering,VPN,Low,15.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2024,9,Ransomware,Retail,37.49,835730,44.86,Insider,Zero-day,VPN,High,14.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2024,9,Malware,Retail,56.9,353887,160.79,Unattributed,Weak Passwords,Antivirus,Medium,59.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2018,3,DDoS,Education,64.62,109439,590.47,Insider,Zero-day,Antivirus,Medium,32.0,0,High-Loss Targeted Events - DDoS-Led
UK,2020,5,Ransomware,Banking,16.91,952504,17.75,Hacker Group,Zero-day,AI-based Detection,High,45.0,1,Widespread Low-Loss Events - Phishing-Led
China,2018,3,Ransomware,Telecommunications,58.28,300898,193.69,Nation-state,Unpatched Software,Encryption,Medium,18.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2021,6,Man-in-the-Middle,Banking,82.87,255967,323.75,Unattributed,Social Engineering,VPN,High,23.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2020,5,Man-in-the-Middle,IT,35.79,854904,41.86,Insider,Weak Passwords,Firewall,High,12.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2019,4,Ransomware,Retail,63.45,354024,179.23,Unattributed,Weak Passwords,AI-based Detection,Medium,33.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2018,3,Man-in-the-Middle,Banking,81.46,316299,257.54,Insider,Social Engineering,Firewall,High,66.0,0,High-Loss Targeted Events - DDoS-Led
France,2016,1,Man-in-the-Middle,Retail,14.86,63760,233.06,Hacker Group,Weak Passwords,VPN,Low,8.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2022,7,DDoS,IT,29.05,186700,155.6,Insider,Weak Passwords,Antivirus,Low,37.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2017,2,SQL Injection,Healthcare,27.42,94235,290.97,Insider,Social Engineering,Antivirus,Low,29.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2015,0,DDoS,Education,94.74,103079,919.1,Nation-state,Social Engineering,Antivirus,High,57.0,0,High-Loss Targeted Events - DDoS-Led
India,2021,6,SQL Injection,Government,75.25,597509,125.94,Nation-state,Social Engineering,Firewall,High,20.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2022,7,Man-in-the-Middle,Banking,59.43,121504,489.12,Insider,Weak Passwords,AI-based Detection,Medium,32.0,0,High-Loss Targeted Events - DDoS-Led
UK,2020,5,DDoS,Government,78.32,624619,125.39,Unattributed,Weak Passwords,AI-based Detection,High,67.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2021,6,DDoS,Banking,8.82,736601,11.97,Nation-state,Zero-day,AI-based Detection,Medium,26.0,1,Widespread Low-Loss Events - Phishing-Led
France,2020,5,Ransomware,Education,66.04,881755,74.9,Unattributed,Zero-day,Firewall,High,10.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
China,2024,9,DDoS,Healthcare,7.31,972407,7.52,Hacker Group,Zero-day,Encryption,High,51.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2022,7,Ransomware,Banking,15.66,817169,19.16,Insider,Unpatched Software,Firewall,High,54.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2020,5,Malware,Banking,42.3,497035,85.1,Hacker Group,Zero-day,AI-based Detection,Medium,66.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2017,2,Man-in-the-Middle,IT,14.74,561615,26.25,Hacker Group,Weak Passwords,Antivirus,Medium,29.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2020,5,Phishing,Banking,73.04,512431,142.54,Nation-state,Unpatched Software,VPN,Medium,44.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2016,1,Phishing,Banking,54.5,511287,106.59,Unattributed,Unpatched Software,Antivirus,Medium,34.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
USA,2018,3,Malware,Education,77.07,10600,7270.75,Insider,Social Engineering,Firewall,High,47.0,0,High-Loss Targeted Events - DDoS-Led
USA,2019,4,Man-in-the-Middle,Telecommunications,17.21,896828,19.19,Unattributed,Weak Passwords,Firewall,High,33.0,1,Widespread Low-Loss Events - Phishing-Led
Russia,2021,6,DDoS,Banking,45.6,759356,60.05,Insider,Social Engineering,VPN,High,1.0,1,Widespread Low-Loss Events - Phishing-Led
India,2022,7,Ransomware,Retail,74.05,205336,360.63,Hacker Group,Social Engineering,AI-based Detection,Medium,2.0,0,High-Loss Targeted Events - DDoS-Led
France,2020,5,DDoS,IT,7.52,957779,7.85,Nation-state,Social Engineering,Encryption,High,17.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2017,2,Malware,Education,29.47,85644,344.1,Hacker Group,Social Engineering,AI-based Detection,Low,3.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2018,3,Malware,Education,5.33,656250,8.12,Hacker Group,Social Engineering,Firewall,Medium,67.0,1,Widespread Low-Loss Events - Phishing-Led
USA,2015,0,DDoS,IT,66.39,365006,181.89,Insider,Weak Passwords,VPN,Medium,47.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2015,0,SQL Injection,IT,36.98,452892,81.65,Unattributed,Weak Passwords,VPN,Low,17.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2020,5,Man-in-the-Middle,Retail,89.85,722081,124.43,Hacker Group,Zero-day,VPN,High,33.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
